INDEX,FULLTIME,VALUE,Project,Phase,Network,Mode,Latitude,Longitude,UNIQUE_ID,KPI
43,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9190421,106.9158069,6_Feb_2026_Complaint_Sales_Area_Sukabumi_43,ECI
61,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9191435,106.9161698,6_Feb_2026_Complaint_Sales_Area_Sukabumi_61,ECI
68,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9191739,106.9163145,6_Feb_2026_Complaint_Sales_Area_Sukabumi_68,ECI
83,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9191824,106.9164508,6_Feb_2026_Complaint_Sales_Area_Sukabumi_83,ECI
90,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192016,106.9165148,6_Feb_2026_Complaint_Sales_Area_Sukabumi_90,ECI
101,1.77036E+12,392068 / 61,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919243,106.9166441,6_Feb_2026_Complaint_Sales_Area_Sukabumi_101,ECI
108,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192527,106.9167454,6_Feb_2026_Complaint_Sales_Area_Sukabumi_108,ECI
111,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192544,106.9167757,6_Feb_2026_Complaint_Sales_Area_Sukabumi_111,ECI
113,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192594,106.9168034,6_Feb_2026_Complaint_Sales_Area_Sukabumi_113,ECI
115,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192639,106.9168322,6_Feb_2026_Complaint_Sales_Area_Sukabumi_115,ECI
117,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919268,106.9168664,6_Feb_2026_Complaint_Sales_Area_Sukabumi_117,ECI
119,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192709,106.9168986,6_Feb_2026_Complaint_Sales_Area_Sukabumi_119,ECI
121,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192731,106.9169359,6_Feb_2026_Complaint_Sales_Area_Sukabumi_121,ECI
123,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192766,106.9169753,6_Feb_2026_Complaint_Sales_Area_Sukabumi_123,ECI
125,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192806,106.9170134,6_Feb_2026_Complaint_Sales_Area_Sukabumi_125,ECI
127,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192839,106.9170484,6_Feb_2026_Complaint_Sales_Area_Sukabumi_127,ECI
129,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192846,106.9170833,6_Feb_2026_Complaint_Sales_Area_Sukabumi_129,ECI
131,1.77036E+12,391819 / 63,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192893,106.9171402,6_Feb_2026_Complaint_Sales_Area_Sukabumi_131,ECI
133,1.77036E+12,391891 / 21,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9192921,106.9171654,6_Feb_2026_Complaint_Sales_Area_Sukabumi_133,ECI
136,1.77036E+12,391891 / 21,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193008,106.9172172,6_Feb_2026_Complaint_Sales_Area_Sukabumi_136,ECI
138,1.77036E+12,391891 / 21,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193084,106.9172586,6_Feb_2026_Complaint_Sales_Area_Sukabumi_138,ECI
140,1.77036E+12,391891 / 21,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193168,106.9173043,6_Feb_2026_Complaint_Sales_Area_Sukabumi_140,ECI
142,1.77036E+12,391891 / 21,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193265,106.9173504,6_Feb_2026_Complaint_Sales_Area_Sukabumi_142,ECI
145,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193343,106.9173956,6_Feb_2026_Complaint_Sales_Area_Sukabumi_145,ECI
147,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.91934,106.9174372,6_Feb_2026_Complaint_Sales_Area_Sukabumi_147,ECI
149,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193427,106.9174717,6_Feb_2026_Complaint_Sales_Area_Sukabumi_149,ECI
150,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193434,106.9174978,6_Feb_2026_Complaint_Sales_Area_Sukabumi_150,ECI
151,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193449,106.9175167,6_Feb_2026_Complaint_Sales_Area_Sukabumi_151,ECI
153,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193454,106.91753,6_Feb_2026_Complaint_Sales_Area_Sukabumi_153,ECI
155,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193464,106.9175378,6_Feb_2026_Complaint_Sales_Area_Sukabumi_155,ECI
157,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193496,106.917554,6_Feb_2026_Complaint_Sales_Area_Sukabumi_157,ECI
159,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193521,106.9175768,6_Feb_2026_Complaint_Sales_Area_Sukabumi_159,ECI
161,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193531,106.9176091,6_Feb_2026_Complaint_Sales_Area_Sukabumi_161,ECI
163,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193551,106.9176481,6_Feb_2026_Complaint_Sales_Area_Sukabumi_163,ECI
166,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919366,106.9176965,6_Feb_2026_Complaint_Sales_Area_Sukabumi_166,ECI
168,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193778,106.9177513,6_Feb_2026_Complaint_Sales_Area_Sukabumi_168,ECI
170,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919388,106.9177981,6_Feb_2026_Complaint_Sales_Area_Sukabumi_170,ECI
172,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9193958,106.9178364,6_Feb_2026_Complaint_Sales_Area_Sukabumi_172,ECI
174,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194027,106.9178819,6_Feb_2026_Complaint_Sales_Area_Sukabumi_174,ECI
176,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194079,106.9179345,6_Feb_2026_Complaint_Sales_Area_Sukabumi_176,ECI
177,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194111,106.9179745,6_Feb_2026_Complaint_Sales_Area_Sukabumi_177,ECI
179,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194176,106.9180238,6_Feb_2026_Complaint_Sales_Area_Sukabumi_179,ECI
181,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919426,106.9180706,6_Feb_2026_Complaint_Sales_Area_Sukabumi_181,ECI
184,1.77036E+12,391819 / 23,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194372,106.9181192,6_Feb_2026_Complaint_Sales_Area_Sukabumi_184,ECI
187,1.77036E+12,391819 / 93,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194453,106.9181626,6_Feb_2026_Complaint_Sales_Area_Sukabumi_187,ECI
190,1.77036E+12,391819 / 93,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194538,106.9182128,6_Feb_2026_Complaint_Sales_Area_Sukabumi_190,ECI
193,1.77036E+12,391819 / 93,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194616,106.9182734,6_Feb_2026_Complaint_Sales_Area_Sukabumi_193,ECI
196,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194691,106.9183343,6_Feb_2026_Complaint_Sales_Area_Sukabumi_196,ECI
198,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194745,106.9183976,6_Feb_2026_Complaint_Sales_Area_Sukabumi_198,ECI
200,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194818,106.9184642,6_Feb_2026_Complaint_Sales_Area_Sukabumi_200,ECI
202,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194907,106.9185339,6_Feb_2026_Complaint_Sales_Area_Sukabumi_202,ECI
204,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9194988,106.9185908,6_Feb_2026_Complaint_Sales_Area_Sukabumi_204,ECI
206,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195095,106.9186504,6_Feb_2026_Complaint_Sales_Area_Sukabumi_206,ECI
208,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195199,106.9187105,6_Feb_2026_Complaint_Sales_Area_Sukabumi_208,ECI
210,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195274,106.9187747,6_Feb_2026_Complaint_Sales_Area_Sukabumi_210,ECI
212,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195342,106.9188349,6_Feb_2026_Complaint_Sales_Area_Sukabumi_212,ECI
214,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919542,106.918895,6_Feb_2026_Complaint_Sales_Area_Sukabumi_214,ECI
217,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195511,106.9189477,6_Feb_2026_Complaint_Sales_Area_Sukabumi_217,ECI
219,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919561,106.9190062,6_Feb_2026_Complaint_Sales_Area_Sukabumi_219,ECI
221,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195704,106.9190606,6_Feb_2026_Complaint_Sales_Area_Sukabumi_221,ECI
224,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195783,106.9191063,6_Feb_2026_Complaint_Sales_Area_Sukabumi_224,ECI
227,1.77036E+12,391819 / 73,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195883,106.9191587,6_Feb_2026_Complaint_Sales_Area_Sukabumi_227,ECI
230,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9195982,106.9192048,6_Feb_2026_Complaint_Sales_Area_Sukabumi_230,ECI
232,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196094,106.919253,6_Feb_2026_Complaint_Sales_Area_Sukabumi_232,ECI
233,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196219,106.9192969,6_Feb_2026_Complaint_Sales_Area_Sukabumi_233,ECI
235,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196323,106.9193396,6_Feb_2026_Complaint_Sales_Area_Sukabumi_235,ECI
237,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196411,106.9193768,6_Feb_2026_Complaint_Sales_Area_Sukabumi_237,ECI
239,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196478,106.9194096,6_Feb_2026_Complaint_Sales_Area_Sukabumi_239,ECI
240,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196579,106.9194411,6_Feb_2026_Complaint_Sales_Area_Sukabumi_240,ECI
242,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196664,106.9194654,6_Feb_2026_Complaint_Sales_Area_Sukabumi_242,ECI
243,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196734,106.9194922,6_Feb_2026_Complaint_Sales_Area_Sukabumi_243,ECI
246,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196751,106.9194987,6_Feb_2026_Complaint_Sales_Area_Sukabumi_246,ECI
248,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196814,106.9195172,6_Feb_2026_Complaint_Sales_Area_Sukabumi_248,ECI
250,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196902,106.9195374,6_Feb_2026_Complaint_Sales_Area_Sukabumi_250,ECI
251,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9196996,106.9195592,6_Feb_2026_Complaint_Sales_Area_Sukabumi_251,ECI
253,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197083,106.9195808,6_Feb_2026_Complaint_Sales_Area_Sukabumi_253,ECI
255,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197194,106.9196103,6_Feb_2026_Complaint_Sales_Area_Sukabumi_255,ECI
257,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197313,106.9196456,6_Feb_2026_Complaint_Sales_Area_Sukabumi_257,ECI
259,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197449,106.9196855,6_Feb_2026_Complaint_Sales_Area_Sukabumi_259,ECI
261,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197577,106.9197219,6_Feb_2026_Complaint_Sales_Area_Sukabumi_261,ECI
262,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197747,106.9197682,6_Feb_2026_Complaint_Sales_Area_Sukabumi_262,ECI
263,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9197906,106.9198182,6_Feb_2026_Complaint_Sales_Area_Sukabumi_263,ECI
265,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198049,106.9198652,6_Feb_2026_Complaint_Sales_Area_Sukabumi_265,ECI
266,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198199,106.9199165,6_Feb_2026_Complaint_Sales_Area_Sukabumi_266,ECI
267,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.919835,106.9199651,6_Feb_2026_Complaint_Sales_Area_Sukabumi_267,ECI
269,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198521,106.9200203,6_Feb_2026_Complaint_Sales_Area_Sukabumi_269,ECI
270,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198662,106.9200668,6_Feb_2026_Complaint_Sales_Area_Sukabumi_270,ECI
271,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198793,106.9201138,6_Feb_2026_Complaint_Sales_Area_Sukabumi_271,ECI
273,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9198917,106.9201606,6_Feb_2026_Complaint_Sales_Area_Sukabumi_273,ECI
274,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9199066,106.9202113,6_Feb_2026_Complaint_Sales_Area_Sukabumi_274,ECI
278,1.77036E+12,391819 / 33,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9199261,106.920274,6_Feb_2026_Complaint_Sales_Area_Sukabumi_278,ECI
280,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9199442,106.9203334,6_Feb_2026_Complaint_Sales_Area_Sukabumi_280,ECI
282,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9199628,106.9203967,6_Feb_2026_Complaint_Sales_Area_Sukabumi_282,ECI
284,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9199842,106.9204617,6_Feb_2026_Complaint_Sales_Area_Sukabumi_284,ECI
288,1.77036E+12,391819 / 92,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200029,106.9205171,6_Feb_2026_Complaint_Sales_Area_Sukabumi_288,ECI
290,1.77036E+12,391819 / 92,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200228,106.9205764,6_Feb_2026_Complaint_Sales_Area_Sukabumi_290,ECI
293,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200381,106.9206266,6_Feb_2026_Complaint_Sales_Area_Sukabumi_293,ECI
295,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200563,106.9206808,6_Feb_2026_Complaint_Sales_Area_Sukabumi_295,ECI
296,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.920069,106.9207234,6_Feb_2026_Complaint_Sales_Area_Sukabumi_296,ECI
298,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200799,106.9207677,6_Feb_2026_Complaint_Sales_Area_Sukabumi_298,ECI
300,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9200929,106.9208149,6_Feb_2026_Complaint_Sales_Area_Sukabumi_300,ECI
301,1.77036E+12,391819 / 32,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201073,106.9208591,6_Feb_2026_Complaint_Sales_Area_Sukabumi_301,ECI
303,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201189,106.9208991,6_Feb_2026_Complaint_Sales_Area_Sukabumi_303,ECI
304,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201342,106.9209509,6_Feb_2026_Complaint_Sales_Area_Sukabumi_304,ECI
306,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201451,106.9209882,6_Feb_2026_Complaint_Sales_Area_Sukabumi_306,ECI
307,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.920159,106.9210375,6_Feb_2026_Complaint_Sales_Area_Sukabumi_307,ECI
309,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201845,106.9211254,6_Feb_2026_Complaint_Sales_Area_Sukabumi_309,ECI
311,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9201919,106.9211511,6_Feb_2026_Complaint_Sales_Area_Sukabumi_311,ECI
313,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202084,106.9212047,6_Feb_2026_Complaint_Sales_Area_Sukabumi_313,ECI
315,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202195,106.9212465,6_Feb_2026_Complaint_Sales_Area_Sukabumi_315,ECI
317,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202297,106.9212793,6_Feb_2026_Complaint_Sales_Area_Sukabumi_317,ECI
319,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202389,106.9213012,6_Feb_2026_Complaint_Sales_Area_Sukabumi_319,ECI
322,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202448,106.9213135,6_Feb_2026_Complaint_Sales_Area_Sukabumi_322,ECI
324,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202472,106.9213237,6_Feb_2026_Complaint_Sales_Area_Sukabumi_324,ECI
326,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202503,106.921334,6_Feb_2026_Complaint_Sales_Area_Sukabumi_326,ECI
328,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202535,106.921345,6_Feb_2026_Complaint_Sales_Area_Sukabumi_328,ECI
330,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202576,106.9213549,6_Feb_2026_Complaint_Sales_Area_Sukabumi_330,ECI
332,1.77036E+12,391819 / 22,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202582,106.9213603,6_Feb_2026_Complaint_Sales_Area_Sukabumi_332,ECI
333,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.920258,106.9213624,6_Feb_2026_Complaint_Sales_Area_Sukabumi_333,ECI
335,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202585,106.9213633,6_Feb_2026_Complaint_Sales_Area_Sukabumi_335,ECI
336,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202606,106.9213678,6_Feb_2026_Complaint_Sales_Area_Sukabumi_336,ECI
337,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202624,106.9213759,6_Feb_2026_Complaint_Sales_Area_Sukabumi_337,ECI
339,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202673,106.9213873,6_Feb_2026_Complaint_Sales_Area_Sukabumi_339,ECI
340,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202718,106.9214013,6_Feb_2026_Complaint_Sales_Area_Sukabumi_340,ECI
341,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202768,106.921417,6_Feb_2026_Complaint_Sales_Area_Sukabumi_341,ECI
343,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202839,106.9214405,6_Feb_2026_Complaint_Sales_Area_Sukabumi_343,ECI
344,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9202923,106.921465,6_Feb_2026_Complaint_Sales_Area_Sukabumi_344,ECI
346,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203023,106.9214893,6_Feb_2026_Complaint_Sales_Area_Sukabumi_346,ECI
347,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203131,106.9215214,6_Feb_2026_Complaint_Sales_Area_Sukabumi_347,ECI
349,1.77036E+12,391819 / 72,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203209,106.921553,6_Feb_2026_Complaint_Sales_Area_Sukabumi_349,ECI
352,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203291,106.9215876,6_Feb_2026_Complaint_Sales_Area_Sukabumi_352,ECI
353,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203348,106.9216164,6_Feb_2026_Complaint_Sales_Area_Sukabumi_353,ECI
354,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.920339,106.9216459,6_Feb_2026_Complaint_Sales_Area_Sukabumi_354,ECI
356,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203441,106.9216807,6_Feb_2026_Complaint_Sales_Area_Sukabumi_356,ECI
358,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203498,106.9217176,6_Feb_2026_Complaint_Sales_Area_Sukabumi_358,ECI
359,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.920357,106.9217532,6_Feb_2026_Complaint_Sales_Area_Sukabumi_359,ECI
361,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203648,106.921791,6_Feb_2026_Complaint_Sales_Area_Sukabumi_361,ECI
362,1.77036E+12,391819 / 62,6_Feb_2026_Complaint_Sales_Area_Sukabumi,-,-,IDLE,-6.9203745,106.9218306,6_Feb_2026_Complaint_Sales_Area_Sukabumi_362,ECI
