INDEX,FULLTIME,VALUE,Project,Phase,Network,Mode,Latitude,Longitude,UNIQUE_ID,KPI
3312,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5602761,106.8447008,MOVING CIAWI - JORR UNLOCK_3312,ECI
3314,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5601063,106.8447578,MOVING CIAWI - JORR UNLOCK_3314,ECI
3316,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5599393,106.8448142,MOVING CIAWI - JORR UNLOCK_3316,ECI
3318,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.559889,106.8448313,MOVING CIAWI - JORR UNLOCK_3318,ECI
3320,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5595755,106.8449384,MOVING CIAWI - JORR UNLOCK_3320,ECI
3322,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5593848,106.8450041,MOVING CIAWI - JORR UNLOCK_3322,ECI
3324,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5592225,106.8450604,MOVING CIAWI - JORR UNLOCK_3324,ECI
3326,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5590766,106.8451101,MOVING CIAWI - JORR UNLOCK_3326,ECI
3328,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.558899,106.845169,MOVING CIAWI - JORR UNLOCK_3328,ECI
3330,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5587426,106.8452222,MOVING CIAWI - JORR UNLOCK_3330,ECI
3331,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5585596,106.8452878,MOVING CIAWI - JORR UNLOCK_3331,ECI
3332,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5584051,106.8453414,MOVING CIAWI - JORR UNLOCK_3332,ECI
3334,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.558231,106.8454017,MOVING CIAWI - JORR UNLOCK_3334,ECI
3335,1.77063E+12,311693 / 72,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5580394,106.8454676,MOVING CIAWI - JORR UNLOCK_3335,ECI
3338,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5578828,106.8455209,MOVING CIAWI - JORR UNLOCK_3338,ECI
3341,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5576499,106.8455974,MOVING CIAWI - JORR UNLOCK_3341,ECI
3343,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5575237,106.8456391,MOVING CIAWI - JORR UNLOCK_3343,ECI
3345,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5573368,106.8456983,MOVING CIAWI - JORR UNLOCK_3345,ECI
3347,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5571559,106.8457538,MOVING CIAWI - JORR UNLOCK_3347,ECI
3349,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.557016,106.8457968,MOVING CIAWI - JORR UNLOCK_3349,ECI
3351,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5568496,106.8458476,MOVING CIAWI - JORR UNLOCK_3351,ECI
3353,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5567988,106.8458634,MOVING CIAWI - JORR UNLOCK_3353,ECI
3355,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.556487,106.8459619,MOVING CIAWI - JORR UNLOCK_3355,ECI
3357,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5563209,106.8460193,MOVING CIAWI - JORR UNLOCK_3357,ECI
3359,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5561693,106.846072,MOVING CIAWI - JORR UNLOCK_3359,ECI
3361,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5560085,106.8461287,MOVING CIAWI - JORR UNLOCK_3361,ECI
3363,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5558619,106.8461793,MOVING CIAWI - JORR UNLOCK_3363,ECI
3365,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5556958,106.8462347,MOVING CIAWI - JORR UNLOCK_3365,ECI
3367,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5555397,106.8462875,MOVING CIAWI - JORR UNLOCK_3367,ECI
3369,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5554095,106.846331,MOVING CIAWI - JORR UNLOCK_3369,ECI
3371,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5552378,106.8463888,MOVING CIAWI - JORR UNLOCK_3371,ECI
3374,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5550967,106.846438,MOVING CIAWI - JORR UNLOCK_3374,ECI
3377,1.77063E+12,315932 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5549515,106.8464896,MOVING CIAWI - JORR UNLOCK_3377,ECI
3380,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5548179,106.8465384,MOVING CIAWI - JORR UNLOCK_3380,ECI
3382,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5546617,106.8465926,MOVING CIAWI - JORR UNLOCK_3382,ECI
3384,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.554519,106.8466396,MOVING CIAWI - JORR UNLOCK_3384,ECI
3385,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5543802,106.8466853,MOVING CIAWI - JORR UNLOCK_3385,ECI
3386,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5542535,106.8467276,MOVING CIAWI - JORR UNLOCK_3386,ECI
3388,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5541146,106.8467717,MOVING CIAWI - JORR UNLOCK_3388,ECI
3390,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5540824,106.8467821,MOVING CIAWI - JORR UNLOCK_3390,ECI
3392,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5538067,106.8468714,MOVING CIAWI - JORR UNLOCK_3392,ECI
3393,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5536748,106.8469135,MOVING CIAWI - JORR UNLOCK_3393,ECI
3394,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5535253,106.8469634,MOVING CIAWI - JORR UNLOCK_3394,ECI
3398,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5533965,106.8470078,MOVING CIAWI - JORR UNLOCK_3398,ECI
3401,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5532379,106.847064,MOVING CIAWI - JORR UNLOCK_3401,ECI
3402,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.553098,106.8471126,MOVING CIAWI - JORR UNLOCK_3402,ECI
3403,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5529499,106.8471644,MOVING CIAWI - JORR UNLOCK_3403,ECI
3405,1.77063E+12,315932 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5528077,106.8472145,MOVING CIAWI - JORR UNLOCK_3405,ECI
3408,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5526638,106.8472649,MOVING CIAWI - JORR UNLOCK_3408,ECI
3411,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5525032,106.8473203,MOVING CIAWI - JORR UNLOCK_3411,ECI
3413,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5523325,106.8473797,MOVING CIAWI - JORR UNLOCK_3413,ECI
3415,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5521725,106.8474348,MOVING CIAWI - JORR UNLOCK_3415,ECI
3417,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5520139,106.8474875,MOVING CIAWI - JORR UNLOCK_3417,ECI
3420,1.77063E+12,315932 / 16,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5517859,106.8475633,MOVING CIAWI - JORR UNLOCK_3420,ECI
3422,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5517077,106.8475896,MOVING CIAWI - JORR UNLOCK_3422,ECI
3424,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.551555,106.8476422,MOVING CIAWI - JORR UNLOCK_3424,ECI
3425,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5513831,106.8476983,MOVING CIAWI - JORR UNLOCK_3425,ECI
3426,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5512431,106.8477444,MOVING CIAWI - JORR UNLOCK_3426,ECI
3428,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5510805,106.847797,MOVING CIAWI - JORR UNLOCK_3428,ECI
3431,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5509387,106.8478452,MOVING CIAWI - JORR UNLOCK_3431,ECI
3433,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5507974,106.8478938,MOVING CIAWI - JORR UNLOCK_3433,ECI
3435,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5506492,106.8479446,MOVING CIAWI - JORR UNLOCK_3435,ECI
3437,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5505107,106.8479914,MOVING CIAWI - JORR UNLOCK_3437,ECI
3439,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5503671,106.8480403,MOVING CIAWI - JORR UNLOCK_3439,ECI
3441,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5502231,106.8480878,MOVING CIAWI - JORR UNLOCK_3441,ECI
3442,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5500826,106.848133,MOVING CIAWI - JORR UNLOCK_3442,ECI
3444,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5499321,106.8481822,MOVING CIAWI - JORR UNLOCK_3444,ECI
3446,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5497898,106.8482315,MOVING CIAWI - JORR UNLOCK_3446,ECI
3448,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5496586,106.8482786,MOVING CIAWI - JORR UNLOCK_3448,ECI
3450,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5495159,106.8483287,MOVING CIAWI - JORR UNLOCK_3450,ECI
3452,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5493718,106.8483776,MOVING CIAWI - JORR UNLOCK_3452,ECI
3454,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5492349,106.8484239,MOVING CIAWI - JORR UNLOCK_3454,ECI
3456,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5490745,106.8484802,MOVING CIAWI - JORR UNLOCK_3456,ECI
3459,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.54897,106.8485168,MOVING CIAWI - JORR UNLOCK_3459,ECI
3461,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5488334,106.848563,MOVING CIAWI - JORR UNLOCK_3461,ECI
3463,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5488009,106.848574,MOVING CIAWI - JORR UNLOCK_3463,ECI
3464,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5484979,106.8486761,MOVING CIAWI - JORR UNLOCK_3464,ECI
3468,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5483817,106.8487162,MOVING CIAWI - JORR UNLOCK_3468,ECI
3471,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5482587,106.84876,MOVING CIAWI - JORR UNLOCK_3471,ECI
3473,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5481135,106.8488105,MOVING CIAWI - JORR UNLOCK_3473,ECI
3475,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5479867,106.8488534,MOVING CIAWI - JORR UNLOCK_3475,ECI
3480,1.77063E+12,317141 / 71,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5478272,106.8489088,MOVING CIAWI - JORR UNLOCK_3480,ECI
3483,1.77063E+12,317141 / 71,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5477054,106.8489524,MOVING CIAWI - JORR UNLOCK_3483,ECI
3487,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5475662,106.8490022,MOVING CIAWI - JORR UNLOCK_3487,ECI
3489,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5474061,106.8490593,MOVING CIAWI - JORR UNLOCK_3489,ECI
3491,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5472761,106.8491065,MOVING CIAWI - JORR UNLOCK_3491,ECI
3493,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5471333,106.8491565,MOVING CIAWI - JORR UNLOCK_3493,ECI
3495,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5469737,106.84921,MOVING CIAWI - JORR UNLOCK_3495,ECI
3496,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.546844,106.8492524,MOVING CIAWI - JORR UNLOCK_3496,ECI
3498,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5466878,106.8493025,MOVING CIAWI - JORR UNLOCK_3498,ECI
3499,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5465403,106.8493513,MOVING CIAWI - JORR UNLOCK_3499,ECI
3500,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5464243,106.8493894,MOVING CIAWI - JORR UNLOCK_3500,ECI
3502,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.546268,106.849444,MOVING CIAWI - JORR UNLOCK_3502,ECI
3503,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5461163,106.8494947,MOVING CIAWI - JORR UNLOCK_3503,ECI
3505,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.545981,106.8495403,MOVING CIAWI - JORR UNLOCK_3505,ECI
3507,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5458252,106.8495919,MOVING CIAWI - JORR UNLOCK_3507,ECI
3508,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5456735,106.8496418,MOVING CIAWI - JORR UNLOCK_3508,ECI
3509,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5455158,106.8496934,MOVING CIAWI - JORR UNLOCK_3509,ECI
3511,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5453842,106.8497379,MOVING CIAWI - JORR UNLOCK_3511,ECI
3512,1.77063E+12,315932 / 13,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5452483,106.8497858,MOVING CIAWI - JORR UNLOCK_3512,ECI
3516,1.77063E+12,313524 / 63,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5451181,106.8498311,MOVING CIAWI - JORR UNLOCK_3516,ECI
3517,1.77063E+12,313524 / 63,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5449597,106.8498884,MOVING CIAWI - JORR UNLOCK_3517,ECI
3519,1.77063E+12,313524 / 63,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5448121,106.8499435,MOVING CIAWI - JORR UNLOCK_3519,ECI
3521,1.77063E+12,313524 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5446731,106.8499935,MOVING CIAWI - JORR UNLOCK_3521,ECI
3523,1.77063E+12,313524 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5445261,106.8500452,MOVING CIAWI - JORR UNLOCK_3523,ECI
3526,1.77063E+12,313524 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5443755,106.8500974,MOVING CIAWI - JORR UNLOCK_3526,ECI
3529,1.77063E+12,313524 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5442508,106.8501406,MOVING CIAWI - JORR UNLOCK_3529,ECI
3530,1.77063E+12,313524 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5441042,106.8501904,MOVING CIAWI - JORR UNLOCK_3530,ECI
3532,1.77063E+12,313524 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5439568,106.8502379,MOVING CIAWI - JORR UNLOCK_3532,ECI
3534,1.77063E+12,313524 / 93,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.543836,106.8502763,MOVING CIAWI - JORR UNLOCK_3534,ECI
3537,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5436538,106.8503312,MOVING CIAWI - JORR UNLOCK_3537,ECI
3539,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5435364,106.8503657,MOVING CIAWI - JORR UNLOCK_3539,ECI
3541,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5434014,106.8504041,MOVING CIAWI - JORR UNLOCK_3541,ECI
3543,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5432641,106.8504428,MOVING CIAWI - JORR UNLOCK_3543,ECI
3545,1.77063E+12,311240 / 91,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5431433,106.8504763,MOVING CIAWI - JORR UNLOCK_3545,ECI
3550,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5429873,106.8505164,MOVING CIAWI - JORR UNLOCK_3550,ECI
3552,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5428716,106.8505443,MOVING CIAWI - JORR UNLOCK_3552,ECI
3554,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5427384,106.8505749,MOVING CIAWI - JORR UNLOCK_3554,ECI
3557,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5426129,106.8506042,MOVING CIAWI - JORR UNLOCK_3557,ECI
3559,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5424584,106.8506404,MOVING CIAWI - JORR UNLOCK_3559,ECI
3561,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5423328,106.8506685,MOVING CIAWI - JORR UNLOCK_3561,ECI
3563,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5421876,106.8506993,MOVING CIAWI - JORR UNLOCK_3563,ECI
3565,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5420579,106.850725,MOVING CIAWI - JORR UNLOCK_3565,ECI
3567,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5419208,106.8507491,MOVING CIAWI - JORR UNLOCK_3567,ECI
3569,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5417793,106.850776,MOVING CIAWI - JORR UNLOCK_3569,ECI
3571,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5416401,106.8508008,MOVING CIAWI - JORR UNLOCK_3571,ECI
3574,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.541502,106.8508247,MOVING CIAWI - JORR UNLOCK_3574,ECI
3576,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5413862,106.850844,MOVING CIAWI - JORR UNLOCK_3576,ECI
3578,1.77063E+12,317144 / 202,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5412527,106.8508652,MOVING CIAWI - JORR UNLOCK_3578,ECI
3581,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5412328,106.8508679,MOVING CIAWI - JORR UNLOCK_3581,ECI
3585,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5409728,106.8509018,MOVING CIAWI - JORR UNLOCK_3585,ECI
3588,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5408244,106.8509203,MOVING CIAWI - JORR UNLOCK_3588,ECI
3590,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5406781,106.8509392,MOVING CIAWI - JORR UNLOCK_3590,ECI
3592,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5405692,106.8509533,MOVING CIAWI - JORR UNLOCK_3592,ECI
3594,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5404312,106.8509702,MOVING CIAWI - JORR UNLOCK_3594,ECI
3596,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5402978,106.8509862,MOVING CIAWI - JORR UNLOCK_3596,ECI
3598,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5401535,106.8510064,MOVING CIAWI - JORR UNLOCK_3598,ECI
3599,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5400291,106.8510235,MOVING CIAWI - JORR UNLOCK_3599,ECI
3601,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5398978,106.8510407,MOVING CIAWI - JORR UNLOCK_3601,ECI
3602,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5397677,106.8510595,MOVING CIAWI - JORR UNLOCK_3602,ECI
3604,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5396379,106.8510776,MOVING CIAWI - JORR UNLOCK_3604,ECI
3605,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5395083,106.8510942,MOVING CIAWI - JORR UNLOCK_3605,ECI
3607,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5393752,106.8511113,MOVING CIAWI - JORR UNLOCK_3607,ECI
3608,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.539245,106.8511282,MOVING CIAWI - JORR UNLOCK_3608,ECI
3609,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.539114,106.8511453,MOVING CIAWI - JORR UNLOCK_3609,ECI
3611,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5389943,106.8511601,MOVING CIAWI - JORR UNLOCK_3611,ECI
3612,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.538869,106.8511763,MOVING CIAWI - JORR UNLOCK_3612,ECI
3614,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5388327,106.851181,MOVING CIAWI - JORR UNLOCK_3614,ECI
3616,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5385768,106.8512144,MOVING CIAWI - JORR UNLOCK_3616,ECI
3618,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5384399,106.8512326,MOVING CIAWI - JORR UNLOCK_3618,ECI
3620,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5383074,106.8512506,MOVING CIAWI - JORR UNLOCK_3620,ECI
3622,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5381666,106.8512692,MOVING CIAWI - JORR UNLOCK_3622,ECI
3624,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5380285,106.8512879,MOVING CIAWI - JORR UNLOCK_3624,ECI
3626,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5378934,106.8513059,MOVING CIAWI - JORR UNLOCK_3626,ECI
3628,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5377503,106.8513259,MOVING CIAWI - JORR UNLOCK_3628,ECI
3630,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5376155,106.8513444,MOVING CIAWI - JORR UNLOCK_3630,ECI
3632,1.77063E+12,317144 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5374864,106.8513595,MOVING CIAWI - JORR UNLOCK_3632,ECI
3637,1.77063E+12,313524 / 73,MOVING CIAWI - JORR UNLOCK,-,4G,IDLE,-6.5373641,106.8513732,MOVING CIAWI - JORR UNLOCK_3637,ECI
